PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	[Anonymous]				[Anonymous]			Light Pulse turns MoS 2-Thin Layers into Photocatalysts New Instrument at BESSY II detects Charge Accumulation on the Surface of the Sample	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																	Sorgenfrei NLAN, 2021, ADV MATER, V33, DOI 10.1002/adma.202006957	1	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	APR	2021	33	2					14	14					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	RI2LK					2022-05-01	WOS:000636740900009
J	[Anonymous]				[Anonymous]			Atomic Nuclei: Fragments spin only after the Fission Experiments show the Formation of the Fragment-Spins	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																	Wilson JN, 2021, NATURE, V590, DOI 10.1038/s41586-021-03304-w	1	0	0	0	1	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	APR	2021	33	2					20	20					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	RI2LK					2022-05-01	WOS:000636740900016
J	Gerhard, C; Dobis, A				Gerhard, Christoph; Dobis, Alexander			Manufacturing-induced surface contaminations Water absorption of optical glass surfaces induced by classical bound abrasive grinding	VAKUUM IN FORSCHUNG UND PRAXIS			English	Article								In the course of classical optics manufacturing glass components are in permanent direct contact with aqueous operating materials. Such contact leads to a certain absorption of water and hydrogenous compounds that may induce severe glass defects. In this contribution, absorption of hydrogen and other contaminants during grinding of glass was observed and qualitatively detected via laser-induced breakdown spectroscopy. It is shown that hydrogen, calcium, magnesium, and carbon are implanted into the glass surface where the contaminant concentration increases over grinding time or contact time of the glass surface with water and the grinding tool, respectively. The contaminants hydrogen, calcium, and magnesium can be attributed to the water used as lubricant. In contrast, carbon most likely originates from wear debris of the used silicon carbide grinding pads. Several possible mechanisms that lead to such surface contamination of glasses during grinding - diffusion, accumulation in micro cracks as well as the formation of hydrated silica - are finally introduced.	[Gerhard, Christoph] Univ Appl Sci & Arts Gottingen, Phys Instrumental Anal, Gottingen, Germany; [Gerhard, Christoph] Tech Univ Appl Sci Wildau, Phys, Wildau, Germany; [Gerhard, Christoph] Tech Univ Appl Sci Wildau, Laser & Plasma Technol, Wildau, Germany; [Gerhard, Christoph] Polytech Univ, Opt Syst Design, Milan, Italy; [Dobis, Alexander] Tech Univ Appl Sci Wildau, Photon Laser & Plasma Technol Res Grp, Wildau, Germany		Gerhard, C (通讯作者)，HAWK Univ Appl Sci & Arts, Fac Engn & Hlth, Lab Analyt Measurement Technol, Ossietzky Str 99, D-37085 Gottingen, Germany.	christoph.gerhard@hawk.de			Projekt DEAL	Open Access funding enabled and organized by Projekt DEAL.	BENNETT HE, 1983, APPL OPTICS, V22, P3276, DOI 10.1364/AO.22.003276; COOK LM, 1990, J NON-CRYST SOLIDS, V120, P152, DOI 10.1016/0022-3093(90)90200-6; CUMBO MJ, 1994, NANOTECHNOLOGY, V5, P70, DOI 10.1088/0957-4484/5/2/002; DAVIS KM, 1995, J NON-CRYST SOLIDS, V185, P203, DOI 10.1016/0022-3093(95)00015-1; DOREMUS RH, 1995, J MATER RES, V10, P2379, DOI 10.1557/JMR.1995.2379; DOUGLAS RW, 1967, J AM CERAM SOC, V50, P1, DOI 10.1111/j.1151-2916.1967.tb14960.x; EDLEN B, 1956, ARK FYS, V10, P553; Evans CJ, 2003, CIRP ANN-MANUF TECHN, V52, P611, DOI 10.1016/S0007-8506(07)60207-8; Gerhard C., 2017, OPTICS MANUFACTURING; Gerhard C, 2021, APPL SURF SCI, V537, DOI 10.1016/j.apsusc.2020.147984; Gerhard C, 2017, APPL OPTICS, V56, P7427, DOI 10.1364/AO.56.007427; Gerhard C, 2013, PLASMA CHEM PLASMA P, V33, P895, DOI 10.1007/s11090-013-9471-7; Gerhard C, 2012, OPT LETT, V37, P566, DOI 10.1364/OL.37.000566; Iler R. K, 1997, CHEM SILICA SOLUBILI; Moore, 1970, NATL STANDARD REFERE; Neauport J, 2005, OPT EXPRESS, V13, P10163, DOI 10.1364/OPEX.13.010163; Neauport J, 2009, OPT EXPRESS, V17, P3543, DOI 10.1364/OE.17.003543; NOGAMI M, 1984, J AM CERAM SOC, V67, P151, DOI 10.1111/j.1151-2916.1984.tb09634.x; Pei ZJ, 1999, INT J MACH TOOL MANU, V39, P1103, DOI 10.1016/S0890-6955(98)00079-0; Reader J., 2019, NIST ATOMIC SPECTRA; RISBERG P, 1955, ARK FYS, V9, P483; RUPP W, 1972, APPL OPTICS, V11, P2797, DOI 10.1364/AO.11.002797; Schroeder H.-W., 1983, J NON-CRYST SOLIDS, V56, P1; Skuja L, 1998, J NON-CRYST SOLIDS, V239, P16, DOI 10.1016/S0022-3093(98)00720-0; Suratwala T, 2015, J AM CERAM SOC, V98, P2395, DOI 10.1111/jace.13659; TOMOZAWA M, 1985, J AM CERAM SOC, V68, pC251; WAKABAYASHI H, 1989, J AM CERAM SOC, V72, P1850, DOI 10.1111/j.1151-2916.1989.tb05990.x; Wood RW, 1922, PHILOS MAG, V44, P538, DOI 10.1080/14786440908565194	28	0	0	1	2	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	FEB	2021	33	1					33	37		10.1002/vipr.202100752			5	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	QI5DT		hybrid, Green Published			2022-05-01	WOS:000618998700016
J	[Anonymous]				[Anonymous]			More Space for Detector Development Research and Technology Center Detector Physics inaugurated in Bonn	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																		0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	DEC	2021	33	6					16	16					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	XL3GF					2022-05-01	WOS:000728034800013
J	von Woedtke, T				von Woedtke, Thomas			Double Award for Plasma Medicine Researcher from Greifswald International Conference on Plasma Medicine honored Thomas von Woedtke and Sander Bekeschus	VAKUUM IN FORSCHUNG UND PRAXIS			German	Editorial Material																		0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	DEC	2021	33	6					27	27					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	XL3GF					2022-05-01	WOS:000728034800026
J	[Anonymous]				[Anonymous]			Atomic and ultra-cold University of Stuttgart receives two Large Devices for Quantum Computer Research	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																		0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	DEC	2021	33	6					13	13					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	XL3GF					2022-05-01	WOS:000728034800009
J	Voss, G				Voss, Gerhard			Once learnt, never forgotten Part 14: The Recovering Time	VAKUUM IN FORSCHUNG UND PRAXIS			German	Article									[Voss, Gerhard] Gaede Arch Koln, Cologne, Germany		Voss, G (通讯作者)，Gaede Arch Koln, Cologne, Germany.	gerhard.voss@leybold.com					Haken H., 2006, SPRINGER LEHRBUCH MO; Rottlander H., 2016, GRUNDLAGEN LECKSUCH, P37; Umrath W., 2016, GRUNDLAGEN VAKUUMTEC, P187; Voss G., 2021, ADSORPTION VAKUUM FO, V33, P37; Voss G, 2020, VAK FORSCH PRAX, V32, P40, DOI 10.1002/vipr.202070406; Voss G, 2019, VAK FORSCH PRAX, V31, P40, DOI 10.1002/vipr.201970405	6	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	OCT	2021	33	5					44	45		10.1002/vipr.202170505			2	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	WJ3YZ					2022-05-01	WOS:000708985400011
J	[Anonymous]				[Anonymous]			Double Attack on Tumors Combination of Heavy Ion Therapy and mRNA-based Active Ingredients is expected to bring Synergies	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																		0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	OCT	2021	33	5					8	9					2	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	WJ3YZ					2022-05-01	WOS:000708985400016
J	[Anonymous]				[Anonymous]			Photovoltaic Production: ITRPV Roadmap New Publication including Readiness Level	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																		0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	DEC	2021	33	6					9	9					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	XL3GF					2022-05-01	WOS:000728034800004
J	[Anonymous]				[Anonymous]			Precise Diagnostic Radiology for future Tabletop Accelerators Applications in Medicine and Research are getting closer	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																		0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	OCT	2021	33	5					22	22					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	WJ3YZ					2022-05-01	WOS:000708985400028
J	Brauer, G				Braeuer, Guenter			Obituary for Prof. Dr.-Ing. habil. Dr. h.c. Kyong-Tschong Rie	VAKUUM IN FORSCHUNG UND PRAXIS			German	Biographical-Item																		0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	AUG	2021	33	4					17	17					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	UD6SK					2022-05-01	WOS:000687336200009
J	[Anonymous]				[Anonymous]			A Heart for Glass Dr Manuela Junghaehnel new deputy Head of Department and Site Manager at Fraunhofer IZM-ASSID	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																		0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	JUN	2021	33	3					16	16		10.1002/vipr.202170304			1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	SN4QB					2022-05-01	WOS:000658274900004
J	[Anonymous]				[Anonymous]			Weakest Gravitational Force measured to date Highly Sensitive Torsion-Pendulum measures the Gravitational Field of a two Millimeter large Gold Ball	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																	Westphal T, 2021, NATURE, V591, P225, DOI 10.1038/s41586-021-03250-7	1	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	APR	2021	33	2					15	15					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	RI2LK					2022-05-01	WOS:000636740900011
J	[Anonymous]				[Anonymous]			A bottle of ultra-cold Plasma, please! Laser Cooling and magnetic Capture advance Fusion- and Solar Wind Research	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																	Gorman GM, 2021, PHYS REV LETT, V126, DOI 10.1103/PhysRevLett.126.085002	1	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	APR	2021	33	2					21	21					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	RI2LK					2022-05-01	WOS:000636740900017
J	Becker, J; Schopphoff, A; Bader, F				Becker, Jonas; Schopphoff, Andreas; Bader, Florian			Intelligent temperature management of modern scroll pumps - Thermal simulations and experimental validation	VAKUUM IN FORSCHUNG UND PRAXIS			German	Article								The dry-running scroll pumps are ideal for processes that require oil-free pumping operations and are an adequate replacement for the common rotary vane pumps with comparable pumping speeds. However, the dry seal required for this is subject to progressive wear, for which the temperature conditions in the pump play a significant role. To optimize these, the temperature field in the pump was calculated for three operating conditions and different design versions using the finite element method (FEM). The result was confirmed by temperature measurements inside the pump. Points with the highest thermally induced wear could thus be identified and an intelligent ventilation control based on the temperature readings of a sensor in conjunction with the power consumption was developed. By reducing operating temperatures by 15%, maintenance intervals are extended, and higher performance is achieved at higher inlet pressures. At the same time, redundancy of the measured operating parameters increases operational reliability.	[Becker, Jonas] THM Giessen, Klassischen Maschinenbaus, Giessen, Germany; [Becker, Jonas] Fachhochschule Giessen, Giessen, Germany; [Schopphoff, Andreas] BU Wuppertal, Phys, Wuppertal, Germany; [Bader, Florian] THM, Energiesyst Tech, Giessen, Germany		Schopphoff, A (通讯作者)，Pfeiffer Vacuum GmbH, Berliner Str 43, D-35614 Asslar, Germany.	andreas.schopphoff@pfeiffer-vacuum.de						0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	DEC	2021	33	6					28	34		10.1002/vipr.202100770			7	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	XL3GF					2022-05-01	WOS:000728034800027
J	[Anonymous]				[Anonymous]			Mass Spectrometer System	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																		0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	DEC	2021	33	6					17	17					1	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	XL3GF					2022-05-01	WOS:000728034800014
J	[Anonymous]				[Anonymous]			Atomic Sandblaster The Measure for the average Surface Slope reliably describes the Sputtering Process	VAKUUM IN FORSCHUNG UND PRAXIS			German	News Item																		0	0	0	0	0	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-076X	1522-2454		VAK FORSCH PRAX	Vak. Forsch. Prax.	OCT	2021	33	5					18	19					2	Engineering, Mechanical	Emerging Sources Citation Index (ESCI)	Engineering	WJ3YZ					2022-05-01	WOS:000708985400025
